ИНН,Выручка2023,Выручка2022,Себестоимость продаж2023,Себестоимость продаж2022,Валовая прибыль (убыток)2023,Валовая прибыль (убыток)2022,Коммерческие расходы2023,Коммерческие расходы2022,Управленческие расходы2023,Управленческие расходы2022,Прибыль (убыток) от продаж2023,Прибыль (убыток) от продаж2022,Доходы от участия в других организациях2023,Доходы от участия в других организациях2022,Проценты к получению2023,Проценты к получению2022,Проценты к уплате2023,Проценты к уплате2022,Прочие доходы2023,Прочие доходы2022,Прочие расходы2023,Прочие расходы2022,Прибыль (убыток) до налогообложения2023,Прибыль (убыток) до налогообложения2022,Налог на прибыль2023,Налог на прибыль2022,в т.ч. текущий налог на прибыль2023,в т.ч. текущий налог на прибыль2022,Отложенный налог на прибыль2023,Отложенный налог на прибыль2022,в т.ч. постоянные налоговые обязательства2023,в т.ч. постоянные налоговые обязательства2022,Изменение отложенных налоговых обязательств2023,Изменение отложенных налоговых обязательств2022,Изменение отложенных налоговых активов2023,Изменение отложенных налоговых активов2022,Прочее2023,Прочее2022,Чистая прибыль (убыток)2023,Чистая прибыль (убыток)2022,"Результат от переоценки внеоборотных активов, не включаемый в чистую прибыль (убыток) периода2023","Результат от переоценки внеоборотных активов, не включаемый в чистую прибыль (убыток) периода2022","Результат от прочих операций, не включаемый в чистую прибыль (убыток) периода2023","Результат от прочих операций, не включаемый в чистую прибыль (убыток) периода2022","Налог на прибыль от операций, результат которых не включается в чистую прибыль (убыток) периода2023","Налог на прибыль от операций, результат которых не включается в чистую прибыль (убыток) периода2022",Совокупный финансовый результат периода2023,Совокупный финансовый результат периода2022,Справочно Базовая прибыль (убыток) на акцию2023,Справочно Базовая прибыль (убыток) на акцию2022,Разводненная прибыль (убыток) на акцию2023,Разводненная прибыль (убыток) на акцию2022,Баланс2023,Баланс2022,Расходы по обычной деятельности2023,Расходы по обычной деятельности2022,Налоги на прибыль (доходы)2023,Налоги на прибыль (доходы)2022,Balance_test,FinRes_test,Revenue_test,судебные дела,в качестве истца,в качестве ответчика,текущие производства,завершенные производства,совладельцы,число тендеров
3801002781,5708461,3272629,-4918708,-2926950,789753,345679,-576347,-214639,-82004,-70609,131402,60431,,,7319,2809,-18577,-595,33895,37481,-67910,-22486,86129,77640,-17331,-13352,-17945,-14586,614,1234,,,,,,,,,68798,64288,,,,,,,68798,64288,,,,,1485445,804790,,,,,1.0,1.0,1.0,645.0,265.0,100.0,0.0,40.0,1.0,8.0
7702336269,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,72.0,9.0,37.0,68.0,943.0,30.0,1.0
7734202860,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,1834.0,791.0,267.0,4.0,552.0,5.0,24.0
7744001049,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0
7730149408,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,36.0,5.0,2.0,0.0,1.0,0.0,3.0
5036117570,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,5.0,3.0,1.0,0.0,38.0,1.0,18.0
5203000478,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,32.0,13.0,9.0,0.0,7.0,1.0,1.0
7722563196,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,40.0,19.0,13.0,0.0,65.0,1.0,12.0
7704501207,12432793,4192420,-1435600,-1471411,10997193,2721009,-79435,-188334,-1969468,-1923746,8948290,608929,0,6797600,5846618,4839238,-10823075,-11437589,172091,2247198,-3470278,-2325890,673646,729486,-408651,1265438,-447522,,38870,1265438,,,,,,,14384,-104334,279379,1890590,,,,,,,279379,1890590,,,,,181920763,182600325,,,,,1.0,1.0,1.0,6.0,3.0,3.0,0.0,2.0,6.0,0.0
7703635416,83667,74997,-91149,-96085,-7482,-21088,,,-6019,-11601,-13501,-32689,0,3231839,1101514,1482515,-1030796,-1334270,2519,2309,-16314,-34609,43422,3315095,-11512,-16737,-11512,-16746,0,8,,,,,,,,,31910,3298358,,,,,,,31910,3298358,,,,,13292689,20400248,,,,,1.0,0.0,1.0,8.0,4.0,2.0,0.0,11.0,4.0,0.0
7809016423,83667,74997,-91149,-96085,-7482,-21088,,,-6019,-11601,-13501,-32689,0,3231839,1101514,1482515,-1030796,-1334270,2519,2309,-16314,-34609,43422,3315095,-11512,-16737,-11512,-16746,0,8,,,,,,,,,31910,3298358,,,,,,,31910,3298358,,,,,13292689,20400248,,,,,1.0,0.0,1.0,2526.0,1118.0,946.0,12.0,1543.0,1.0,289.0
7701140866,83667,74997,-91149,-96085,-7482,-21088,,,-6019,-11601,-13501,-32689,0,3231839,1101514,1482515,-1030796,-1334270,2519,2309,-16314,-34609,43422,3315095,-11512,-16737,-11512,-16746,0,8,,,,,,,,,31910,3298358,,,,,,,31910,3298358,,,,,13292689,20400248,,,,,1.0,0.0,1.0,122.0,97.0,7.0,0.0,1.0,3.0,10.0
7831000034,83667,74997,-91149,-96085,-7482,-21088,,,-6019,-11601,-13501,-32689,0,3231839,1101514,1482515,-1030796,-1334270,2519,2309,-16314,-34609,43422,3315095,-11512,-16737,-11512,-16746,0,8,,,,,,,,,31910,3298358,,,,,,,31910,3298358,,,,,13292689,20400248,,,,,1.0,0.0,1.0,48.0,6.0,9.0,0.0,33.0,0.0,2.0
7714582540,225023,295789,-5540,-27313,219483,268476,,,-60960,-82524,158523,185952,,,4100,19887,-146322,-196334,115432,325072,-105747,-305490,25986,29087,-3537,-2021,-4390,-2987,853,966,,,,,,,,,22449,27066,,,,,,,22449,27066,,,,,1864961,1633160,,,,,1.0,1.0,1.0,261.0,144.0,46.0,1.0,1183.0,2.0,0.0
7714450590,225023,295789,-5540,-27313,219483,268476,,,-60960,-82524,158523,185952,,,4100,19887,-146322,-196334,115432,325072,-105747,-305490,25986,29087,-3537,-2021,-4390,-2987,853,966,,,,,,,,,22449,27066,,,,,,,22449,27066,,,,,1864961,1633160,,,,,1.0,1.0,1.0,38.0,35.0,1.0,0.0,3.0,2.0,19.0
8602998609,225023,295789,-5540,-27313,219483,268476,,,-60960,-82524,158523,185952,,,4100,19887,-146322,-196334,115432,325072,-105747,-305490,25986,29087,-3537,-2021,-4390,-2987,853,966,,,,,,,,,22449,27066,,,,,,,22449,27066,,,,,1864961,1633160,,,,,1.0,1.0,1.0,44.0,32.0,2.0,0.0,0.0,0.0,0.0
7722270922,225023,295789,-5540,-27313,219483,268476,,,-60960,-82524,158523,185952,,,4100,19887,-146322,-196334,115432,325072,-105747,-305490,25986,29087,-3537,-2021,-4390,-2987,853,966,,,,,,,,,22449,27066,,,,,,,22449,27066,,,,,1864961,1633160,,,,,1.0,1.0,1.0,35.0,22.0,7.0,0.0,0.0,9.0,2.0
3445028704,225023,295789,-5540,-27313,219483,268476,,,-60960,-82524,158523,185952,,,4100,19887,-146322,-196334,115432,325072,-105747,-305490,25986,29087,-3537,-2021,-4390,-2987,853,966,,,,,,,,,22449,27066,,,,,,,22449,27066,,,,,1864961,1633160,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5503168016,1454958,1087026,-738267,-603108,716691,483918,,,-575748,-477263,140943,6655,,,737,270,-42776,-1084,52481,336689,-116972,-317162,34413,25368,-7188,-16142,-3511,-3705,-3677,-12437,,,,,,,10,-1,27225,9225,,,,,,,27225,9225,,,,,1258975,492254,,,,,1.0,1.0,1.0,41.0,20.0,13.0,0.0,4.0,1.0,1.0
7743129800,1454958,1087026,-738267,-603108,716691,483918,,,-575748,-477263,140943,6655,,,737,270,-42776,-1084,52481,336689,-116972,-317162,34413,25368,-7188,-16142,-3511,-3705,-3677,-12437,,,,,,,10,-1,27225,9225,,,,,,,27225,9225,,,,,1258975,492254,,,,,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
7703426268,3027714,1893516,-2306312,-1464799,721402,428717,-1039,-442,-200901,-145718,519462,282557,,,31030,10290,-308708,-151237,59440,175812,-224899,-178461,76325,138961,-23517,-28776,-40592,-26305,17075,-2471,,,,,,,-22,-1109,52786,109076,,,,,,,52786,109076,0,,,,4694969,2867642,,,,,1.0,1.0,1.0,2.0,1.0,1.0,86.0,7.0,1.0,0.0
7709221010,3027714,1893516,-2306312,-1464799,721402,428717,-1039,-442,-200901,-145718,519462,282557,,,31030,10290,-308708,-151237,59440,175812,-224899,-178461,76325,138961,-23517,-28776,-40592,-26305,17075,-2471,,,,,,,-22,-1109,52786,109076,,,,,,,52786,109076,0,,,,4694969,2867642,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5407191291,3027714,1893516,-2306312,-1464799,721402,428717,-1039,-442,-200901,-145718,519462,282557,,,31030,10290,-308708,-151237,59440,175812,-224899,-178461,76325,138961,-23517,-28776,-40592,-26305,17075,-2471,,,,,,,-22,-1109,52786,109076,,,,,,,52786,109076,0,,,,4694969,2867642,,,,,1.0,1.0,1.0,22.0,12.0,2.0,0.0,22.0,0.0,0.0
1654038318,3027714,1893516,-2306312,-1464799,721402,428717,-1039,-442,-200901,-145718,519462,282557,,,31030,10290,-308708,-151237,59440,175812,-224899,-178461,76325,138961,-23517,-28776,-40592,-26305,17075,-2471,,,,,,,-22,-1109,52786,109076,,,,,,,52786,109076,0,,,,4694969,2867642,,,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
7804493447,15072,47217,-10644,-42275,4428,4942,,,-13195,-7252,-8767,-2310,,,,,,,12689,42153,-16974,-563038,-13052,-523195,152,-631,-51,-683,152,52,,,,,,,,,-12900,-523826,,,,,,,-12900,-523826,,,,,343757,358828,,,,,1.0,1.0,0.0,13.0,1.0,6.0,5.0,10.0,3.0,0.0
7706196340,15072,47217,-10644,-42275,4428,4942,,,-13195,-7252,-8767,-2310,,,,,,,12689,42153,-16974,-563038,-13052,-523195,152,-631,-51,-683,152,52,,,,,,,,,-12900,-523826,,,,,,,-12900,-523826,,,,,343757,358828,,,,,1.0,1.0,0.0,475.0,114.0,83.0,0.0,40.0,0.0,12.0
7709315684,15072,47217,-10644,-42275,4428,4942,,,-13195,-7252,-8767,-2310,,,,,,,12689,42153,-16974,-563038,-13052,-523195,152,-631,-51,-683,152,52,,,,,,,,,-12900,-523826,,,,,,,-12900,-523826,,,,,343757,358828,,,,,1.0,1.0,0.0,130.0,33.0,19.0,0.0,9.0,1.0,4.0
7744001024,15072,47217,-10644,-42275,4428,4942,,,-13195,-7252,-8767,-2310,,,,,,,12689,42153,-16974,-563038,-13052,-523195,152,-631,-51,-683,152,52,,,,,,,,,-12900,-523826,,,,,,,-12900,-523826,,,,,343757,358828,,,,,1.0,1.0,0.0,307.0,107.0,51.0,0.0,12.0,2.0,1.0
7726637843,68296,50799,-9887,-8938,58409,41861,,,-57535,-41085,874,776,,,944462,944008,-1007805,-956761,354764,468002,-265262,-427294,27033,28731,-6346,-5127,-6382,-2539,361,-2588,,,,,,,,,20687,23604,,,,,,,20687,23604,,,,,10007609,8055045,,,,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0
4811012156,57906,21008493,-7222,-2187687,50684,18820806,-6520,-124895,-15275,-103859,28889,18592052,,,0,843262,-204,-35071,9507,16068,-1018899,-1569831,-980707,17846480,-5995,-268070,-6278,-179786,283,-88284,,,,,,,,,-986702,17578410,,,,,,,-986702,17578410,,,,,1833345,2823496,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
7710170659,57906,21008493,-7222,-2187687,50684,18820806,-6520,-124895,-15275,-103859,28889,18592052,,,0,843262,-204,-35071,9507,16068,-1018899,-1569831,-980707,17846480,-5995,-268070,-6278,-179786,283,-88284,,,,,,,,,-986702,17578410,,,,,,,-986702,17578410,,,,,1833345,2823496,,,,,1.0,1.0,0.0,104.0,27.0,30.0,0.0,7.0,1.0,0.0
7703523568,57906,21008493,-7222,-2187687,50684,18820806,-6520,-124895,-15275,-103859,28889,18592052,,,0,843262,-204,-35071,9507,16068,-1018899,-1569831,-980707,17846480,-5995,-268070,-6278,-179786,283,-88284,,,,,,,,,-986702,17578410,,,,,,,-986702,17578410,,,,,1833345,2823496,,,,,1.0,1.0,0.0,114.0,80.0,9.0,1.0,3.0,5.0,0.0
7717116241,57906,21008493,-7222,-2187687,50684,18820806,-6520,-124895,-15275,-103859,28889,18592052,,,0,843262,-204,-35071,9507,16068,-1018899,-1569831,-980707,17846480,-5995,-268070,-6278,-179786,283,-88284,,,,,,,,,-986702,17578410,,,,,,,-986702,17578410,,,,,1833345,2823496,,,,,1.0,1.0,0.0,46.0,8.0,27.0,1.0,7.0,2.0,1.0
7724136129,57906,21008493,-7222,-2187687,50684,18820806,-6520,-124895,-15275,-103859,28889,18592052,,,0,843262,-204,-35071,9507,16068,-1018899,-1569831,-980707,17846480,-5995,-268070,-6278,-179786,283,-88284,,,,,,,,,-986702,17578410,,,,,,,-986702,17578410,,,,,1833345,2823496,,,,,1.0,1.0,0.0,7.0,1.0,1.0,0.0,7.0,1.0,0.0
5406121446,57906,21008493,-7222,-2187687,50684,18820806,-6520,-124895,-15275,-103859,28889,18592052,,,0,843262,-204,-35071,9507,16068,-1018899,-1569831,-980707,17846480,-5995,-268070,-6278,-179786,283,-88284,,,,,,,,,-986702,17578410,,,,,,,-986702,17578410,,,,,1833345,2823496,,,,,1.0,1.0,0.0,312.0,111.0,115.0,1.0,62.0,2.0,3.0
7709804389,350,821,,,350,821,,,-56436,-40914,-56086,-40093,,,625577,696617,-1433138,-1524434,2194343,3587845,-1282994,-3446355,47702,-726420,-9540,139254,-4714,-6241,-4826,145495,,,,,,,-327,,37835,-587166,,,,,,,37835,-587166,,,,,10345638,11155992,,,,,1.0,1.0,0.0,7.0,0.0,5.0,0.0,2.0,2.0,0.0
7710183778,350,821,,,350,821,,,-56436,-40914,-56086,-40093,,,625577,696617,-1433138,-1524434,2194343,3587845,-1282994,-3446355,47702,-726420,-9540,139254,-4714,-6241,-4826,145495,,,,,,,-327,,37835,-587166,,,,,,,37835,-587166,,,,,10345638,11155992,,,,,1.0,1.0,0.0,153.0,90.0,33.0,0.0,18.0,0.0,6.0
7717540595,2522493,1588247,-58838,-263349,2463655,1324898,-410,-12093,-348198,-280893,2115047,1031912,,,141792,169564,-1724131,-977635,518598,1802935,-433731,-1415834,617575,610942,-125832,-126382,-111539,-91928,-14293,-34454,,,,,,,,,491743,484560,,,,,,,491743,484560,,,,,22902609,14671018,,,,,1.0,1.0,1.0,289.0,115.0,53.0,0.0,251.0,1.0,32.0
7444036805,2522493,1588247,-58838,-263349,2463655,1324898,-410,-12093,-348198,-280893,2115047,1031912,,,141792,169564,-1724131,-977635,518598,1802935,-433731,-1415834,617575,610942,-125832,-126382,-111539,-91928,-14293,-34454,,,,,,,,,491743,484560,,,,,,,491743,484560,,,,,22902609,14671018,,,,,1.0,1.0,1.0,41.0,17.0,4.0,0.0,2.0,2.0,0.0
8601023568,2522493,1588247,-58838,-263349,2463655,1324898,-410,-12093,-348198,-280893,2115047,1031912,,,141792,169564,-1724131,-977635,518598,1802935,-433731,-1415834,617575,610942,-125832,-126382,-111539,-91928,-14293,-34454,,,,,,,,,491743,484560,,,,,,,491743,484560,,,,,22902609,14671018,,,,,1.0,1.0,1.0,27479.0,17231.0,8886.0,168.0,17882.0,2.0,1249.0
6625000100,2522493,1588247,-58838,-263349,2463655,1324898,-410,-12093,-348198,-280893,2115047,1031912,,,141792,169564,-1724131,-977635,518598,1802935,-433731,-1415834,617575,610942,-125832,-126382,-111539,-91928,-14293,-34454,,,,,,,,,491743,484560,,,,,,,491743,484560,,,,,22902609,14671018,,,,,1.0,1.0,1.0,124.0,50.0,22.0,0.0,121.0,0.0,33.0
7702358512,2522493,1588247,-58838,-263349,2463655,1324898,-410,-12093,-348198,-280893,2115047,1031912,,,141792,169564,-1724131,-977635,518598,1802935,-433731,-1415834,617575,610942,-125832,-126382,-111539,-91928,-14293,-34454,,,,,,,,,491743,484560,,,,,,,491743,484560,,,,,22902609,14671018,,,,,1.0,1.0,1.0,10.0,3.0,0.0,0.0,3.0,1.0,0.0
7704814182,2522493,1588247,-58838,-263349,2463655,1324898,-410,-12093,-348198,-280893,2115047,1031912,,,141792,169564,-1724131,-977635,518598,1802935,-433731,-1415834,617575,610942,-125832,-126382,-111539,-91928,-14293,-34454,,,,,,,,,491743,484560,,,,,,,491743,484560,,,,,22902609,14671018,,,,,1.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,7.0,1.0
5406697416,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,22.0,11.0,12.0,0.0,4.0,1.0,5.0
1658131075,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,825.0,532.0,62.0,1.0,209.0,1.0,0.0
7707179242,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,1510.0,333.0,418.0,4.0,52.0,1.0,2.0
7707492166,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,55.0,37.0,9.0,5.0,1635.0,1.0,0.0
7703603950,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,95.0,69.0,12.0,0.0,5.0,5.0,3.0
2540016961,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,785.0,179.0,104.0,3.0,81.0,4.0,11.0
7726445147,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,12.0,7.0,2.0,0.0,50.0,3.0,3.0
7714106679,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,5.0,2.0,0.0,0.0,2.0,2.0,1.0
7703213534,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,1411.0,647.0,155.0,0.0,40.0,0.0,5.0
7701033078,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,18.0,3.0,6.0,6.0,17.0,2.0,0.0
7713056834,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,75744.0,29665.0,41212.0,247.0,77907.0,5.0,4133.0
7714011709,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,17.0,7.0,2.0,0.0,70.0,0.0,0.0
7714007734,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,16.0,12.0,2.0,0.0,23.0,0.0,2.0
7813067004,737165,253134,-545335,-152882,191830,100252,,,-113253,-67507,78577,32745,0,10000,1225,1007,-45798,-19716,8108,14581,-34368,-36694,7744,1923,-2114,-551,-2595,,482,-551,,,,,,,,,5630,1372,,,,,,,5630,1372,,,,,603801,520612,,,,,1.0,1.0,1.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0
7729593376,246586,2217453,-348665,-806615,-102079,1410838,,,-80249,-1097345,-182328,313493,503661,599493,6511,15586,-206812,-285994,2588970,301870,-5492147,-1750922,-2782145,-806474,657985,29592,,,657985,29592,,,,,,,,,-2124160,-776882,,,,,,,-2124160,-776882,,,,,4698360,6960005,,,,,1.0,0.0,0.0,79.0,12.0,36.0,1.0,20.0,3.0,2.0
7705918106,246586,2217453,-348665,-806615,-102079,1410838,,,-80249,-1097345,-182328,313493,503661,599493,6511,15586,-206812,-285994,2588970,301870,-5492147,-1750922,-2782145,-806474,657985,29592,,,657985,29592,,,,,,,,,-2124160,-776882,,,,,,,-2124160,-776882,,,,,4698360,6960005,,,,,1.0,0.0,0.0,42.0,22.0,10.0,0.0,3.0,0.0,2.0
7703466327,24252,48735,,,,,,,,,,,,,,,-300,-65787,1185692,62031,-1153507,-12856,,,,,,,,,,,,,,,,,3759,2714,,,,,,,,,,,,,538073,1195028,-52177,-28961,-201,-448,1.0,,0.0,14.0,0.0,8.0,0.0,9.0,3.0,0.0
7710288918,24252,48735,,,,,,,,,,,,,,,-300,-65787,1185692,62031,-1153507,-12856,,,,,,,,,,,,,,,,,3759,2714,,,,,,,,,,,,,538073,1195028,-52177,-28961,-201,-448,1.0,,0.0,62.0,22.0,8.0,0.0,3.0,1.0,0.0
7704835400,24252,48735,,,,,,,,,,,,,,,-300,-65787,1185692,62031,-1153507,-12856,,,,,,,,,,,,,,,,,3759,2714,,,,,,,,,,,,,538073,1195028,-52177,-28961,-201,-448,1.0,,0.0,9.0,0.0,4.0,4.0,6.0,1.0,1.0
5404404583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,42.0,5.0,28.0,7.0,63.0,5.0,0.0
3328409738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,1528.0,382.0,1082.0,2.0,1155.0,2.0,1.0
7726486023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,21.0,9.0,6.0,2.0,43.0,1.0,1.0
7702172846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,32.0,6.0,10.0,0.0,0.0,0.0,1.0
5612065074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,30.0,4.0,17.0,1.0,4.0,2.0,0.0
7723627413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,13.0,3.0,3.0,0.0,1.0,15.0,0.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,,,,,,,
7825489723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,21.0,7.0,8.0,0.0,1.0,0.0,6.0
7706150949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23440,0,,,,,1.0,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7704221591,15812334,10022160,-1931403,-1360640,13880931,8661520,,,-2838962,-2194208,11041969,6467312,,,728208,936310,-6116439,-2229715,1393917,2868054,-2754200,-4850145,4293455,3191816,-1201207,-749954,-482578,-81224,-718629,-668730,,,,,,,,,3092248,2441862,,,,,,,3092248,2441862,,,,,188743181,150287606,,,,,1.0,1.0,1.0,12259.0,8467.0,987.0,5.0,1737.0,0.0,40.0
7750003943,15812334,10022160,-1931403,-1360640,13880931,8661520,,,-2838962,-2194208,11041969,6467312,,,728208,936310,-6116439,-2229715,1393917,2868054,-2754200,-4850145,4293455,3191816,-1201207,-749954,-482578,-81224,-718629,-668730,,,,,,,,,3092248,2441862,,,,,,,3092248,2441862,,,,,188743181,150287606,,,,,1.0,1.0,1.0,2664.0,352.0,1477.0,58.0,926.0,5.0,9.0
